timestamp,open,high,low,close,volume
2026-04-03,2057.7,2080.02,2042.21,2053.61,956.03563559
2026-04-04,2053.62,2083.3,2045.27,2065.62,432.99192298
2026-04-05,2064.87,2121.77,2022.47,2109.63,885.4166099
2026-04-06,2110.85,2174.09,2088.94,2109.66,2522.61629259
2026-04-07,2107.23,2274.01,2060.19,2242.67,2673.48391633
2026-04-08,2243.12,2269.92,2180.0,2190.65,1930.95839146
2026-04-09,2190.5,2244.75,2157.52,2189.64,1451.05756578
2026-04-10,2190.22,2257.7,2176.5,2244.21,1770.52580204
2026-04-11,2244.86,2329.12,2230.14,2284.97,1007.52168678
2026-04-12,2284.16,2287.44,2176.03,2191.78,736.71852072
2026-04-13,2191.5,2395.14,2175.54,2369.67,1660.03905562
2026-04-14,2369.79,2414.84,2304.47,2322.35,1958.32354607
2026-04-15,2321.7,2384.89,2310.0,2359.76,1022.39446949
2026-04-16,2360.29,2368.58,2285.2,2347.23,1222.73316789
2026-04-17,2348.51,2464.41,2317.74,2420.43,1673.935336
2026-04-18,2419.55,2426.14,2339.8,2350.4,1933.80054771
2026-04-19,2350.33,2355.41,2252.36,2262.57,2627.77067636
2026-04-20,2262.49,2345.57,2261.48,2314.04,2329.47752993
2026-04-21,2313.81,2338.88,2285.24,2327.26,1779.98143622
2026-04-22,2327.63,2423.19,2313.33,2375.41,3379.16420437
2026-04-23,2377.0,2379.68,2286.01,2331.16,1170.95876495
2026-04-24,2330.52,2336.1,2300.93,2315.09,1529.76733618
2026-04-25,2314.99,2323.19,2301.64,2318.62,1587.265329
2026-04-26,2319.34,2378.28,2307.87,2370.78,767.60963267
2026-04-27,2370.63,2403.29,2265.32,2303.38,828.07381123
2026-04-28,2303.81,2309.98,2257.98,2289.52,1859.45293095
2026-04-29,2288.74,2348.21,2216.17,2253.56,1756.22643771
2026-04-30,2253.57,2279.18,2232.53,2257.85,2467.43699211
2026-05-01,2257.85,2325.0,2257.85,2295.89,1163.69021646
2026-05-02,2295.9,2341.26,2293.6,2316.98,783.08296753
2026-05-03,2317.47,2355.38,2298.82,2322.95,2407.46158679
2026-05-04,2321.42,2397.0,2309.53,2347.14,2345.92754977
2026-05-05,2347.15,2398.96,2345.57,2360.84,1180.12746209
2026-05-06,2360.63,2424.11,2338.05,2351.2,1785.47459887
2026-05-07,2351.07,2352.61,2280.0,2291.26,1278.96776565
2026-05-08,2291.57,2321.39,2266.21,2307.48,1240.31981081
2026-05-09,2307.49,2337.93,2300.18,2328.11,642.27308379
2026-05-10,2326.68,2380.61,2312.52,2370.42,3173.65346281
2026-05-11,2371.86,2374.14,2306.02,2339.92,1287.17422142
2026-05-12,2339.59,2339.59,2257.0,2274.83,1490.38496656
2026-05-13,2275.15,2322.98,2234.55,2257.69,634.18665586
2026-05-14,2259.14,2319.48,2239.32,2282.91,1145.35467138
2026-05-15,2283.58,2299.86,2205.87,2224.95,1755.87329243
2026-05-16,2224.64,2231.02,2163.43,2180.9,540.53819581
2026-05-17,2181.1,2197.85,2092.17,2131.37,1003.76511855
2026-05-18,2131.08,2157.99,2079.2,2129.97,1953.15760894
2026-05-19,2129.97,2145.04,2096.27,2112.14,803.3094363
2026-05-20,2112.07,2148.21,2104.06,2129.47,1400.15282993
2026-05-21,2129.73,2156.28,2105.05,2134.98,797.03221139
2026-05-22,2133.95,2140.81,2058.31,2066.53,1187.38328174
2026-05-23,2066.48,2149.45,2010.0,2117.77,1207.0807674
2026-05-24,2118.61,2130.29,2064.15,2100.74,1125.07704821
2026-05-25,2099.85,2141.46,2092.56,2114.07,849.56878199
2026-05-26,2113.6,2140.05,2055.71,2074.54,992.41203386
2026-05-27,2074.66,2096.52,2017.28,2025.71,1118.72144109
2026-05-28,2024.55,2029.65,1967.57,2009.59,2088.10810827
2026-05-29,2011.07,2045.58,1977.79,2013.78,1201.89520521
